project_id,title,category,currency,raw_funds,usd_pledged,perks_claimed,year,open_date,close_date,clickthrough_url,tagline
2797103,Zeus: World's First Mini 280W GaN USB-C Charger,Phones & Accessories,USD,1549735.0,1549735.0,0,2023,2023-01-07T23:59:59-08:00,2023-01-08T23:59:59-08:00,/projects/zeus-world-s-first-mini-280w-gan-usb-c-charger,OLED Screen | 3 USB-C Ports | 140W USB-C | 280W Total Output | Charge 4 USB devices at the same time
2812974,Ultimatum. Evolution in Functional Minimalist Bags,Fashion & Wearables,USD,1540225.0,1540225.0,0,2023,2023-03-01T23:59:59-08:00,2023-03-02T23:59:59-08:00,/projects/ultimatum-evolution-in-functional-minimalist-bags,"Modular system makes it adaptable to any lifestyle. Carry the same bag, wherever your life takes you"
3026376,GPD Pocket 4: Modular Full-featured Handheld AI PC,Productivity,HKD,10434421.0,1335605.89,0,2024,2024-11-26T00:00:00-08:00,2024-12-31T23:59:59-08:00,/projects/gpd-pocket-4-modular-full-featured-handheld-ai-pc,"AI 9 HX 370 and 8840U, 32GB RAM, 2TB SSD, RS-232, KVM, 4G LTE, microSD card reader"
2827582,Duovox Ultra,Camera Gear,USD,1301241.0,1301241.0,0,2023,2023-05-06T23:59:59-07:00,2023-05-07T23:59:59-07:00,/projects/duovox-ultra,Full color at low light & 7-level IR illuminator at pitch darkness | 1080FHD | up to 10 hrs battery
3068529,Excope DT1:World's Lightest Super Telephoto Camera,Camera Gear,USD,1271589.0,1271589.0,0,2024,2024-11-30T23:59:59-08:00,2024-12-01T23:59:59-08:00,/projects/excope-dt1-world-s-lightest-super-telephoto-camera,200x Magnification|400mm Focal Length|Moon Shot|Super Computing Power|Free App|Wifi Control
2837479,AirCard - Find your wallet. Always.,Phones & Accessories,CHF,1112163.0,1256744.19,0,2023,2023-06-20T23:59:59-07:00,2023-06-21T23:59:59-07:00,/projects/aircard-find-your-wallet-always,Apple Find My worldwide tracking - Digital Business Card - 2.2mm thin - 2.5 years battery life
2820491,Cubiio X: Portable CNC Robot for Makers,Productivity,USD,1243097.0,1243097.0,0,2023,2023-04-07T23:59:59-07:00,2023-04-08T23:59:59-07:00,/projects/cubiio-x-portable-cnc-robot-for-makers,"Big workspace. Big projects. Smart design saves space. Wood, metal, acrylic, etc."
3223363,Looktech AI: The Smart Glasses That Truly Know You,Fashion & Wearables,HKD,8861675.0,1134294.4,0,2025,2025-02-10T23:59:59-08:00,2025-02-11T23:59:59-08:00,/projects/looktech-ai-the-smart-glasses-that-truly-know-you--2,Personalized AI with GPT-4o |13MP Camera |2K Video |14-Hour Battery| Privacy-First | Immersive Audio
2828841,Feiyu Pocket 3: Cordless Detachable Gimbal Camera,Camera Gear,HKD,8532913.0,1092212.86,0,2023,2023-05-09T23:59:59-07:00,2023-05-10T23:59:59-07:00,/projects/feiyu-pocket-3-cordless-detachable-gimbal-camera--2,3-Axis Stabilizer | 4K60fps Footage| Magnetic Attach Anywhere | Fast AI Tracking Follow |App Control
2912869,GPD WIN Mini 2025:120Hz VRR Landscape Game Console,Productivity,HKD,8317124.0,1064591.87,0,2024,2024-03-05T00:00:00-08:00,2024-04-19T23:59:59-07:00,/projects/gpd-win-mini-2025-120hz-vrr-landscape-game-console,"7-inch, 555g, HX 370 / 365 / 8840U, 7"" 1080P@120Hz, 16GB/32GB/64GB RAM, 1TB~2TB 2280 SSD, USB4"
3328616,anymaka Portable Swing Chair,Travel & Outdoors,USD,1062758.0,1062758.0,0,2025,2025-08-16T23:59:59-07:00,2025-08-17T23:59:59-07:00,/projects/anymaka-portable-swing-chair,3-Second Setup|Backpackable|Multi-hammock fit|Holds up to 300 lb|All-Terrain Ready|Full-Body Comfort
3262828,"Oukitel WP100 Titan: 33,000mAh Rugged Phone",Phones & Accessories,HKD,7862256.0,1006368.77,0,2025,2025-03-26T23:59:59-07:00,2025-03-27T23:59:59-07:00,/projects/oukitel-wp100-titan-33-000mah-rugged-phone,"33,000mAh Battery| 100-lumen Projector| 1200-lumen Camping Light| 18W Reverse Charging| 5G"
3009673,Capsule Personal Dishwasher 2.0,Home,GBP,762774.0,976350.72,0,2024,2024-10-16T23:59:59-07:00,2024-10-17T23:59:59-07:00,/projects/capsule-personal-dishwasher-2-0--2,✔️cleans dishes in 15 min ✔️fits large items ✔️fits up to 35 items ✔️no plumbing required
2806919,TinyMaker Open Source 3D Printer,Productivity,HKD,6426086.0,822539.01,0,2023,2023-01-30T23:59:59-08:00,2023-01-31T23:59:59-08:00,/projects/tinymaker-open-source-3d-printer--2,Palm-Sized | Transparent Shells | View Everything Inside
2933978,Spider S1: Wholeboard 60W With Laser&LightBurn CNC,Productivity,HKD,6424339.0,822315.39,0,2024,2024-11-06T23:59:59-08:00,2024-11-07T23:59:59-08:00,/projects/spider-s1-wholeboard-60w-with-laser-lightburn-cnc,"4'11""x8'2""|Fully Enclosed & Smoke-Free|LightBurn CNC| 60W Adjustable Laser | 90% Pre-assembled"
2841918,Philips Sleep Headphones with Kokoon,Fashion & Wearables,GBP,635748.0,813757.44,0,2023,2023-07-22T23:59:59-07:00,2023-07-23T23:59:59-07:00,/projects/philips-sleep-headphones-with-kokoon,The ultimate sleep earbuds are here - start your journey to better sleep.
2833102,GPD G1: The Smallest Graphics Card Expansion Dock,Productivity,HKD,6346574.0,812361.47,0,2023,2023-07-16T00:00:00-07:00,2023-08-30T23:59:59-07:00,/projects/gpd-g1-the-smallest-graphics-card-expansion-dock,"AMD Radeon RX 7600M XT Mobile Graphics, 8GB GDDR6, RDNA3 Architecture, Oculink, USB4, Thunderbolt 4"
2870555,Cypress Resort: Where Luxury and Nature Meet,Travel & Outdoors,USD,803783.0,803783.0,0,2024,2024-08-13T00:00:00-07:00,2024-09-17T23:59:59-07:00,/projects/cypress-resort-where-luxury-and-nature-meet,"Immersed in Nature, Enveloped in Luxury | 50' Private Waterfall | 1Br/1Ba Villa | Concierge Service"
3344768,GPD WIN 5: The Ultimate External Battery Handheld,Productivity,HKD,6245476.0,799420.93,0,2025,2025-09-24T00:00:00-07:00,2025-10-29T23:59:59-07:00,/projects/gpd-win-5-the-ultimate-external-battery-handheld,"AI Max+ 395‌ – 7"" 1080P@120Hz, 64GB RAM, 2-4TB SSD, capacitive sticks, Hall triggers, 80Wh ‌battery‌"
3019659,Shine 2.0 Fast Charge Your Devices with Wind Power,Energy & Green Tech,USD,758578.0,758578.0,0,2024,2024-11-09T23:59:59-08:00,2024-11-10T23:59:59-08:00,/projects/shine-2-0-fast-charge-your-devices-with-wind-power,50W wind turbine generator | 75W USB-C PD fast charging | Lightweight | Quick setup | 8-28 mph winds
3357324,Rivière Resort: Revolutionary Sleep Sanctuary,Travel & Outdoors,USD,749613.0,749613.0,0,2025,2025-10-07T00:00:00-07:00,2025-11-06T23:59:59-08:00,/projects/riviere-resort-revolutionary-sleep-sanctuary,7 Exclusive Villas | Private Streamfront Views | Floor to Ceiling Windows | Concierge Services
3107105,Unitree PUMP MAX - Home Fitness Equipment,Health & Fitness,HKD,5527959.0,707578.75,0,2024,2024-12-24T23:59:59-08:00,2024-12-25T23:59:59-08:00,/projects/unitree-pump-max-home-fitness-equipment,Adaptive Resistance | Total Body Synergy | Reliable Power House | Seamless Control
2782043,ADO Air: The Best Ultra-light Folding E-Bike,Transportation,HKD,5352005.0,685056.64,0,2023,2023-02-15T00:00:00-08:00,2023-03-17T23:59:59-07:00,/projects/ado-air-the-best-ultra-light-folding-e-bike,16 KG | Maintenance-Free Carbon Belt | Torque Sensor | Hydraulic Disc Brakes | APP with Navigation
2968509,Micro Mirrorless Yashica Im Back,Camera Gear,CHF,591897.0,668843.61,0,2024,2024-08-01T23:59:59-07:00,2024-08-02T23:59:59-07:00,/projects/micro-mirrorless-yashica-im-back,MiMi™ - Micro Mirrorless Yashica - I'm Back. The smallest mirrorless photo camera ever invented.
2952337,"Kineon: HEAL Your Gut, CALM Your Mind",Health & Fitness,USD,668753.0,668753.0,0,2024,2024-08-13T00:00:00-07:00,2024-10-12T23:59:59-07:00,/projects/kineon-heal-your-gut-calm-your-mind,Gut & Brain Relief | Red Light & Vagus Nerve Stimulation | Reduce Pain | Enhance Sleep & Recovery
2934433,PETKIT PUROBOT ULTRA: The AI-powered Litter Box,Home,USD,614468.0,614468.0,0,2024,2024-06-10T00:00:00-07:00,2024-08-09T23:59:59-07:00,/projects/petkit-purobot-ultra-the-ai-powered-litter-box,"The AI-powered litter box monitors pets' toilet routines, analyzes stool & auto-packs all wastes."
2881325,I'm Back Film,Camera Gear,CHF,530180.0,599103.4,0,2023,2023-12-02T23:59:59-08:00,2023-12-03T23:59:59-08:00,/projects/i-m-back-film,Revolutionize your 35mm analog photo camera with a Digital Film Cartridge – no fake news here!
2823126,AOKZOE A1Pro: World's 1st 7840U Gaming Handheld,Productivity,USD,592816.0,592816.0,0,2023,2023-04-30T00:00:00-07:00,2023-06-06T23:59:59-07:00,/projects/aokzoe-a1pro-world-s-1st-7840u-gaming-handheld,"AMD 7840U | 8"" Big Screen | 32GB LPDDR5X | Super Fast Charge | Great Battery Life | Hall Joysticks"
2820889,totam planter- Modular - Automated - Self-watering,Home,GBP,455253.0,582723.84,0,2023,2023-04-09T23:59:59-07:00,2023-04-10T23:59:59-07:00,/projects/totam-planter-modular-automated-self-watering,A unique vertical indoor garden designed to showcase your plants. What will you grow?
3024471,Nanobag Daypack: Backpack That Fits in Your Pocket,Travel & Outdoors,HKD,4163197.0,532889.22,0,2024,2024-10-29T23:59:59-07:00,2024-10-30T23:59:59-07:00,/projects/nanobag-daypack-backpack-that-fits-in-your-pocket,Tiny full-sized backpack designed to disappear in your pocket; it's your ideal everyday companion.
2997221,4D Pack Plus: triple your luggage capacity!,Travel & Outdoors,USD,531857.0,531857.0,0,2024,2024-09-10T23:59:59-07:00,2024-09-11T23:59:59-07:00,/projects/4d-pack-plus-triple-your-luggage-capacity,The first top-zipper airtight pouches with internal organizers. Keep your stuff in perfect order.
3122687,CIGA Design Z Hunter - Automatic Skeleton Watch,Fashion & Wearables,HKD,4147315.0,530856.32,0,2025,2025-01-15T00:00:00-08:00,2025-03-16T23:59:59-07:00,/projects/ciga-design-z-hunter-automatic-skeleton-watch,A masterpiece of bold design and precision engineering—built for those who appreciate the details.
2809113,Kneeflow: Knee pain relief in less than 15 minutes,Health & Fitness,USD,530584.0,530584.0,0,2023,2023-07-11T00:00:00-07:00,2023-09-09T23:59:59-07:00,/projects/kneeflow-knee-pain-relief-in-less-than-15-minutes,"3-in-1 massage therapy device that combines soft massage airbags, infrared light and heat therapy."
2842868,Air Cruiser - Revolutionizing Rooftop Camping,Travel & Outdoors,USD,515076.0,515076.0,0,2023,2023-07-25T23:59:59-07:00,2023-07-26T23:59:59-07:00,/projects/air-cruiser-revolutionizing-rooftop-camping,"A self-assembling, super-lightweight RTT with record-breaking cabin space and any-car compatibility."
3075802,Base Case: The Ultraportable Mobile Workstation,Productivity,USD,513173.0,513173.0,0,2025,2025-02-25T00:00:00-08:00,2025-03-27T23:59:59-07:00,/projects/base-case-the-ultraportable-mobile-workstation,"Dual 24"" FHD or UHD/4k Screens | 30-sec setup | Built-in Power & Data Ports | Wheeled Carry-on Case"
2874068,DUEX Float: Unleash portable stacked screen power,Productivity,USD,498031.0,498031.0,0,2023,2023-11-13T23:59:59-08:00,2023-11-14T23:59:59-08:00,/projects/duex-float-unleash-portable-stacked-screen-power,Stacked portable screens | Ergonomic design | Touchscreen | Built-in kickstand | 3 viewing modes
2851451,Slash - The World's Smallest Blade,Fashion & Wearables,GBP,381753.0,488643.84,0,2023,2023-08-23T23:59:59-07:00,2023-08-24T23:59:59-07:00,/projects/slash-the-world-s-smallest-blade,A Tungsten blade that never dulls and you'll forget you have - An EDC tool that lives on your keys.
3097204,World's First Carbon Nanotube Heated Blanket,Travel & Outdoors,USD,482265.0,482265.0,0,2024,2024-12-20T23:59:59-08:00,2024-12-21T23:59:59-08:00,/projects/world-s-first-carbon-nanotube-heated-blanket,Far-Infrared | Carbon Nanotube | 1-Minute Heating | Safe Voltage | 60% Energy Savings | Washable
3297945,Nireeka Spectrx: Ultimate E-Bike,Transportation,USD,478894.0,478894.0,0,2025,2025-06-13T00:00:00-07:00,2025-08-12T23:59:59-07:00,/projects/nireeka-spectrx-ultimate-e-bike--3,"50 mph (80 km/h), 6000W mind-blowing motor power, 60V 1260Wh battery"
3291745,"DUEX Float 2.0 & PRO: Dual Screens, Perfected",Productivity,USD,459287.0,459287.0,0,2025,2025-06-15T23:59:59-07:00,2025-06-16T23:59:59-07:00,/projects/duex-float-2-0-pro-dual-screens-perfected--2,2.5K High-Resolution Display | Built-in Speakers | Three Viewing Modes | Instantly Plug & Play
2831221,Trio & Trio Max: Upgraded triple-screen monitors,Productivity,USD,458109.0,458109.0,0,2023,2023-05-21T23:59:59-07:00,2023-05-22T23:59:59-07:00,/projects/trio-trio-max-upgraded-triple-screen-monitors,Built-in screens | 2 screen sizes | OPTIONAL magnets | Built-in kickstand | Lighter & thinner design
2820422,mmWave Smart Switch with Presence Sensing Radar,Home,USD,455428.0,455428.0,0,2023,2023-03-31T00:00:00-07:00,2023-04-30T23:59:59-07:00,/projects/mmwave-smart-switch-with-presence-sensing-radar,The first millimeter wave (mmWave) smart switch on the market that detects human presence/occupancy.
2829429,MoonPass Lookouts: Your Elevated Forest Experience,Travel & Outdoors,USD,452821.0,452821.0,0,2023,2023-06-01T00:00:00-07:00,2023-07-31T23:59:59-07:00,/projects/moonpass-lookouts-your-elevated-forest-experience,Glass Roof. Private Sauna & Bathroom. Complete Privacy & Stunning Scenery. Pet-Friendly. Stargazing
2964804,Finder TW2: Redefining Astrophotography,Travel & Outdoors,USD,448206.0,448206.0,0,2024,2024-08-13T00:00:00-07:00,2024-09-26T23:59:59-07:00,/projects/finder-tw2-redefining-astrophotography,Witness the magnificence of the heavens and see the stars like you have never seen them before.
2901430,CarbonFit : Rectangular Silicone  Wiper Revolution,Productivity,USD,440531.0,440531.0,0,2024,2024-03-03T23:59:59-08:00,2024-03-04T23:59:59-08:00,/projects/carbonfit-rectangular-silicone-wiper-revolution,"Sharper, cleaner wipe with our CNT/graphene-enhanced rectangular wipers."
2883733,The Vera Ring,Fashion & Wearables,USD,420576.0,420576.0,0,2024,2024-02-27T00:00:00-08:00,2024-05-09T23:59:59-07:00,/projects/the-vera-ring,24/7 Health Status | Personalized Health Recommendations | Health Alerts & Family Sharing
2985441,"Snowcap: Biohackers’ Cold Plunge, Made Convenient",Health & Fitness,AUD,643748.0,418436.2,0,2024,2024-09-24T00:00:00-07:00,2024-11-17T23:59:59-08:00,/projects/snowcap-biohackers-cold-plunge-made-convenient,The cold plunge of the future. Snowcap is the preferred choice for achieving the ideal cold plunge.
2853729,Alpha Pillow 3D: Cloud Sleep,Home,USD,409480.0,409480.0,0,2023,2023-09-06T23:59:59-07:00,2023-09-07T23:59:59-07:00,/projects/alpha-pillow-3d-cloud-sleep,"3D Diamond Structure, 3 Axis Comfort, Ice Air-Cells, Acne & Odor Defense, Hypoallergenic, Silver."
3263341,Flash Pro Ultra: 1st 275W Powerbank w OLED Screen,Phones & Accessories,USD,409011.0,409011.0,0,2025,2025-04-10T23:59:59-07:00,2025-04-11T23:59:59-07:00,/projects/flash-pro-ultra-1st-275w-powerbank-w-oled-screen,25000mAh | 140W Fast Charging | MagSafe Qi2 | 70 Min Recharge | Charge 6 Device |Apple/Samsung Watch
2884987,iMicro Q3 - A microscope toward the Optical Limit,Phones & Accessories,CAD,541226.0,400507.24,0,2023,2023-12-14T23:59:59-08:00,2023-12-15T23:59:59-08:00,/projects/imicro-q3-a-microscope-toward-the-optical-limit,"Super 700nm resolution, 1200x magnification, 1/2 inch 1/60 oz, fit to any smartphone"
3313358,KARA POD: 1st Mineral Water & Coffee Made From Air,Home,USD,400084.0,400084.0,0,2025,2025-07-26T23:59:59-07:00,2025-07-27T23:59:59-07:00,/projects/kara-pod-1st-mineral-water-coffee-made-from-air,Water Made From Air | 3.2L per day | Drinking Water & Coffee | Dual Nozzle | Nespresso Compatible
3279572,ACEELE: World First 4K Smart Portable Quad Monitor,Productivity,HKD,3120705.0,399450.24,0,2025,2025-05-10T23:59:59-07:00,2025-05-11T23:59:59-07:00,/projects/aceele-world-first-4k-smart-portable-quad-monitor,4-Screen Display | 4K Ultra HD Resolution | 4 Smart Functional Buttons | 1-Cable Multi-Connection
2963098,Litheli FrozenPack: The First Backpack Car Fridge,Travel & Outdoors,USD,391671.0,391671.0,0,2024,2024-07-30T00:00:00-07:00,2024-09-28T23:59:59-07:00,/projects/litheli-frozenpack-the-first-backpack-car-fridge,Backpack design | -4℉ to 68℉ | 15 mins cooling | 77% larger packing space | 2 ways to power
3294205,Shelfy Lite: Endgame for Food Waste,Food & Beverages,EUR,357302.0,385886.16,0,2025,2025-06-15T23:59:59-07:00,2025-06-16T23:59:59-07:00,/projects/shelfy-lite-endgame-for-food-waste,Designed to make your Food Last Longer and help you Save Money.
2804095,Navigator's Loupe by Oceanus Brass,Travel & Outdoors,USD,382210.0,382210.0,0,2023,2023-01-16T23:59:59-08:00,2023-01-17T23:59:59-08:00,/projects/navigator-s-loupe-by-oceanus-brass--2,"Nautically inspired tools, built to last."
2807113,Versatile Magnetic Filter System K2,Camera Gear,HKD,2964652.0,379475.46,0,2023,2023-03-29T00:00:00-07:00,2023-05-08T23:59:59-07:00,/projects/versatile-magnetic-filter-system-k2,"Unleash Endless Possibilities with VND, Gradient, Mist, and Streak Filters - The All-in-One System."
2877581,XNote - AI-Powered Smart Writing Set,Productivity,USD,377981.0,377981.0,0,2024,2024-01-21T23:59:59-08:00,2024-01-22T23:59:59-08:00,/projects/xnote-ai-powered-smart-writing-set,Smart Pen & Notebook | Digital Sync | Handwriting Conversion | AI-Powered Chat & Search
2820956,Back Transformer,Health & Fitness,USD,373235.0,373235.0,0,2023,2023-04-13T23:59:59-07:00,2023-04-14T23:59:59-07:00,/projects/back-transformer,Powerful Posture in One Hour a Day
2932817,Speedy - World's Fastest Mini Pocket Knife,Travel & Outdoors,USD,371622.0,371622.0,0,2024,2024-04-24T23:59:59-07:00,2024-04-25T23:59:59-07:00,/projects/speedy-world-s-fastest-mini-pocket-knife,Mini Keychain Pocket Knife by Bomber and Company
2810738,Swift: The 120W Type-C 3rd Gen. GaN 12-in-1 Travel,Phones & Accessories,HKD,2882442.0,368952.58,0,2023,2023-03-05T23:59:59-08:00,2023-03-06T23:59:59-08:00,/projects/swift-the-120w-type-c-3rd-gen-gan-12-in-1-travel,Swift Travel Adapter: 120W 3rd Gen GaN Tech | 4 USB-C Ports | Charges 6 devices at the same time
2855466,'SCORKL 2.0 - Electric',Travel & Outdoors,AUD,560816.0,364530.4,0,2023,2023-10-09T23:59:59-07:00,2023-10-10T23:59:59-07:00,/projects/scorkl-2-0-electric,"A lightweight, portable and affordable mini-scuba system that anyone can use"
3012825,LITEFAR Orion: Remote-Controlled Smart Wagon,Travel & Outdoors,HKD,2804969.0,359036.03,0,2024,2024-10-14T23:59:59-07:00,2024-10-15T23:59:59-07:00,/projects/litefar-orion-remote-controlled-smart-wagon,"Smart Adaptive| 500W Hub Motors| 10km Battery Range| 24,000mAh Power Bank| Compact & Lightweight"
2879583,Nanobag 7.0 - Ultralight Bags,Fashion & Wearables,HKD,2794997.0,357759.62,0,2023,2023-12-05T23:59:59-08:00,2023-12-06T23:59:59-08:00,/projects/nanobag-7-0-ultralight-bags,Tiny big bags so soft they practically disappear in your pocket. Made to be brought everywhere.
3314037,"sweetmyo: Your Second Skin-Sit, Wear, Shape, Heal",Fashion & Wearables,USD,356791.0,356791.0,0,2025,2025-09-09T00:00:00-07:00,2025-10-19T23:59:59-07:00,/projects/sweetmyo-your-second-skin-sit-wear-shape-heal,Next-Generation EMS Tech | 200 Kcal/20 Min | Pain-Free Fat Loss | Recovery | 10 Modes | Comfort Fit
2840960,Zeus-X Go Ultra : Fastest 6-IN-1 Keychain Cable,Phones & Accessories,AUD,540088.0,351057.2,0,2023,2023-07-05T23:59:59-07:00,2023-07-06T23:59:59-07:00,/projects/zeus-x-go-ultra-fastest-6-in-1-keychain-cable,6-in-1 Charge Any Device | 240W PD| USB 3.1 Gen2 | 10Gbp Data Transfer | Patent Pending Mechanism
2880171,"The Bath Towel, Reloaded",Home,USD,350975.0,350975.0,0,2023,2023-12-02T23:59:59-08:00,2023-12-03T23:59:59-08:00,/projects/the-bath-towel-reloaded--2,"The towel that saves water, space, and time."
2837482,VIRGO -  The Safest Cycling Helmet for e-bikes,Transportation,EUR,320617.0,346266.36,0,2023,2023-06-27T23:59:59-07:00,2023-06-28T23:59:59-07:00,/projects/virgo-the-safest-cycling-helmet-for-e-bikes,Full Head Protection | Safety Standards-Compliant | Detachable Visor | Lightweight & Comfortable
2998219,Viltrox AF 28mm F4.5 FE Chips-Size Ultra-Thin Lens,Camera Gear,USD,345386.0,345386.0,0,2024,2024-09-29T00:00:00-07:00,2024-10-13T23:59:59-07:00,/projects/viltrox-af-28mm-f4-5-fe-chips-size-ultra-thin-lens,Experience the effortless shooting with ultra-thin Viltrox 28mm F4.5 lens - small yet powerful
2921604,Shuffle Wallet: A Smart Solution to Wallet Woes,Phones & Accessories,USD,343588.0,343588.0,0,2024,2024-03-23T23:59:59-07:00,2024-03-24T23:59:59-07:00,/projects/shuffle-wallet-a-smart-solution-to-wallet-woes,"Deck-of-cards opening with NFC, RFID-blocking, slim design, money clip, and optional AirTag holder."
2833703,GOOVIS G3 Max: Most Advanced 5K OLED Cinematic HMD,Fashion & Wearables,HKD,2649384.0,339121.15,0,2023,2023-06-27T00:00:00-07:00,2023-08-26T23:59:59-07:00,/projects/goovis-g3-max-most-advanced-5k-oled-cinematic-hmd,5K OLED Display/3528 PPI/46PPD/2560*1440*2 Resolution/DCI-P3 95%/FOV 65°/120Hz Refresh Rate/ 2D/3D
3161077,"ZEN X - Ergonomic, posture improving Carbon seat!",Travel & Outdoors,USD,338497.0,338497.0,0,2025,2025-01-15T23:59:59-08:00,2025-01-16T23:59:59-08:00,/projects/zen-x-ergonomic-posture-improving-carbon-seat,Bigger seat w. soft memory foam | Pocket for easy storage | ALU-reinforced foot | Fully Adjustable
2825986,World's Fastest Graphene Power Bank,Phones & Accessories,USD,335278.0,335278.0,0,2023,2023-05-02T00:00:00-07:00,2023-07-01T23:59:59-07:00,/projects/world-s-fastest-graphene-power-bank,"BOLD.2: The 1st  & Fastest 290W Graphene Power Bank┃MagSafe + Apple Watch┃6 Ports┃100Wh/27,000 mAh"
3322695,Sleap -  The World’s First Invisible Sleep Earbuds,Fashion & Wearables,USD,332620.0,332620.0,0,2025,2025-08-02T23:59:59-07:00,2025-08-03T23:59:59-07:00,/projects/sleap-the-world-s-first-invisible-sleep-earbuds--2,"Perfectly comfy earbuds for side sleepers. Stream music, block noise, mask tinnitus, sleep deep."
2825538,Focusound: The see-thru glass directional speaker,Audio,HKD,2596396.0,332338.69,0,2023,2023-05-06T23:59:59-07:00,2023-05-07T23:59:59-07:00,/projects/focusound-the-see-thru-glass-directional-speaker,"Invisible headphones for directional stereo, also a customizable picture frame for decor!"
2996257,"Mech Wallet: Push to Reveal, Fidget for Fun",Fashion & Wearables,HKD,2595905.0,332275.84,0,2024,2024-09-17T23:59:59-07:00,2024-09-18T23:59:59-07:00,/projects/mech-wallet-push-to-reveal-fidget-for-fun--2,Ditch your grandpa's boring wallet. 3 mechanical marvels turn payments into a show
2789457,"Legion Solar 7 - Home, EV, RV, Camper Power System",Energy & Green Tech,USD,331048.0,331048.0,0,2023,2022-12-05T00:00:00-08:00,2023-02-03T23:59:59-08:00,/projects/legion-solar-7-home-ev-rv-camper-power-system,"1/3 the cost. Installs in Minutes. 6000W Backup Power. Up to 9,600W Solar. 90,240Wh LiFePO4 Storage"
