id,name,parent_category,sub_category,country,effective_usd,backers_count,launch_date,blurb,urls
431199298,UGREEN AI NAS: Your Private Cloud Powered by Secure Local AI,Technology,Hardware,US,8844449.0,3872,2026-03-24,Intel® Core™ Ultra 7 | 96 TOPS Compute | 64GB LPDDR5X | 196TB | Built-in LLM | Dual 10GbE | Thunderbolt™ 4 | OCuLink | 8K HDMI,"{""web"":{""project"":""https://www.kickstarter.com/projects/ugreen/ugreen-ai-nas-your-private-cloud-powered-by-secure-local-ai"",""rewards"":""https://www.kickstarter.com/projects/ugreen/ugreen-ai-nas-your-private-cloud-powered-by-secure-local-ai/rewards""}}"
27228399,Nebula X1 Pro: Mobile Theater with 4K Projector& 7.1.4 Sound,Technology,Hardware,US,8243808.0,2322,2025-09-23,"For Indoor, Backyard and Camping | Dolby Vision · Atmos | Triple Laser | All-in-One Design","{""web"":{""project"":""https://www.kickstarter.com/projects/nbl/nebula-x1-pro-mobile-theater-with-4k-projectorand-714-sound"",""rewards"":""https://www.kickstarter.com/projects/nbl/nebula-x1-pro-mobile-theater-with-4k-projectorand-714-sound/rewards""}}"
1288458889,Lymow One｜Boundary-Free Robot Mower for Any Terrain and Size,Technology,Robots,US,7488321.0,3415,2024-10-10,1.73 Acres Daily Coverage|All Terrain Tracks|Dual Mulching Blades|Wire-Free|RTK-VSLAM|Obstacle Avoidance|App Control|Durable,"{""web"":{""project"":""https://www.kickstarter.com/projects/lymowone/lymow-one-boundary-free-robot-mower-for-any-terrain-and-size"",""rewards"":""https://www.kickstarter.com/projects/lymowone/lymow-one-boundary-free-robot-mower-for-any-terrain-and-size/rewards""}}"
1461739904,"BB-777: The Iconic Boombox, Perfectly Recreated",Technology,Gadgets,US,7131764.0,9334,2026-03-24,A 270W modern boombox re-imagined from the iconic GF-777. Enjoy every format in stereo sound: from cassettes to latest streaming music.,"{""web"":{""project"":""https://www.kickstarter.com/projects/bumpboxx/bb-777-the-iconic-boombox-perfectly-recreated"",""rewards"":""https://www.kickstarter.com/projects/bumpboxx/bb-777-the-iconic-boombox-perfectly-recreated/rewards""}}"
623896539,Game Changer: Home Edition,Games,Tabletop Games,US,7018438.0,48989,2026-05-05,An unpredictable party game where the rules change every round. Coming soon to your home.,"{""web"":{""project"":""https://www.kickstarter.com/projects/dropout/game-changer-home-edition"",""rewards"":""https://www.kickstarter.com/projects/dropout/game-changer-home-edition/rewards""}}"
1859235807,UGREEN NASync Series: Your Private Cloud Storage Solution.,Technology,Hardware,US,6678664.0,13285,2024-03-26,Up to 184TB | 12th Gen Intel® Core™ i5 Processor | Dual 10GbE Network Ports | Dual Thunderbolt™ 4 Ports | 8K HDMI Video Output,"{""web"":{""project"":""https://www.kickstarter.com/projects/ugreen/ugreen-nasync-next-level-storage-limitless-possibilities"",""rewards"":""https://www.kickstarter.com/projects/ugreen/ugreen-nasync-next-level-storage-limitless-possibilities/rewards""}}"
1635542190,JetKVM - Control any computer remotely,Technology,Hardware,US,5927862.0,45880,2024-10-04,Next generation open-source KVM over IP for $69,"{""web"":{""project"":""https://www.kickstarter.com/projects/jetkvm/jetkvm"",""rewards"":""https://www.kickstarter.com/projects/jetkvm/jetkvm/rewards""}}"
1842105990,AEKE S1 Pro FULL-BODY AI HOME GYM,Design,Product Design,US,5866348.0,1885,2026-05-20,All-in-One | AI-Powered | Easy-to-Use | Reliable & Durable | Total Protection,"{""web"":{""project"":""https://www.kickstarter.com/projects/aeke/aeke-s1-pro-full-body-ai-home-gym"",""rewards"":""https://www.kickstarter.com/projects/aeke/aeke-s1-pro-full-body-ai-home-gym/rewards""}}"
314469407,"Anker SOLIX F3800: Minimum Effort, Maximum Power",Technology,Hardware,US,5813434.0,1570,2023-10-09,"6,000W-12,000W, 120/240V AC Output | Expandable up to 53.8kWh | Whole Home Power Back-up and Home Energy Cycle","{""web"":{""project"":""https://www.kickstarter.com/projects/anker/anker-solix-f3800-minimum-effort-maximum-power"",""rewards"":""https://www.kickstarter.com/projects/anker/anker-solix-f3800-minimum-effort-maximum-power/rewards""}}"
1619128186,XLASERLAB X1/X1Pro: The Most Versatile Laser Welding Machine,Technology,Fabrication Tools,HK,5225935.4140269,1706,2025-02-11,"All-in-One Laser Welding, Cutting, Cleaning, and Rust Removal | Works in Any Environment | Safety and Efficiency | Easy to Use","{""web"":{""project"":""https://www.kickstarter.com/projects/xlaserlab/xlaser-the-ultimate-4-in-1-laser-welding-revolution"",""rewards"":""https://www.kickstarter.com/projects/xlaserlab/xlaser-the-ultimate-4-in-1-laser-welding-revolution/rewards""}}"
1123655698,xTool WonderPress: The Most Creative 3D Auto Heat Press Ever,Technology,DIY Electronics,US,5191321.0,9251,2026-04-29,All-in-One Modular | Auto Heat Press | 3D Sublimation | Vacuum Forming | DTF Curing | Craft Baking,"{""web"":{""project"":""https://www.kickstarter.com/projects/makeblock/xtool-wonderpress-the-most-creative-3d-auto-heat-press-ever"",""rewards"":""https://www.kickstarter.com/projects/makeblock/xtool-wonderpress-the-most-creative-3d-auto-heat-press-ever/rewards""}}"
878234570,TIMEMORE Electric Coffee Grinder,Technology,Hardware,SG,4988850.767034066,10836,2023-03-14,Enjoy a freshly ground barista quality coffee at home with one touch,"{""web"":{""project"":""https://www.kickstarter.com/projects/timemore/timemore-electric-coffee-grinder"",""rewards"":""https://www.kickstarter.com/projects/timemore/timemore-electric-coffee-grinder/rewards""}}"
1725613521,FibreSeeker 3-the First Consumer Continuous Fibre 3D Printer,Technology,3D Printing,US,4698825.0,1539,2025-11-17,900MPa Strength|3 Printing Modes|Max 500mm/s Speed|300 Big Volume| Smarter Workflow|Affordable|Compact Design,"{""web"":{""project"":""https://www.kickstarter.com/projects/1763117873/fibreseeker-3-the-first-personal-continuous-fibre-3d-printer"",""rewards"":""https://www.kickstarter.com/projects/1763117873/fibreseeker-3-the-first-personal-continuous-fibre-3d-printer/rewards""}}"
1788825446,"RingConn Gen 2: Ultimate Lightness, 12 Days Battery",Technology,Wearables,US,4415966.0,18428,2024-08-01,Next-Gen Smart Ring: AI-Powered Sleep Health Tracking| Thinnest & Lightest| 12-Day Battery Life| IP68| iOS/Android| No Subscription Fee,"{""web"":{""project"":""https://www.kickstarter.com/projects/2059923007/ringconn-gen-2-ultimate-lightness-12-days-battery"",""rewards"":""https://www.kickstarter.com/projects/2059923007/ringconn-gen-2-ultimate-lightness-12-days-battery/rewards""}}"
1649969407,Longer ePrint: the World's 1st Dual-head Personal UV Printer,Technology,DIY Electronics,US,4294357.0,1621,2025-11-25,Dual-Printhead | 3D Texture | DTF Printing | Open Ink System | 300+ Materials | AI-Powered | Compact | All-in-One | Auto-Cleaning,"{""web"":{""project"":""https://www.kickstarter.com/projects/longer3d/longer-eprint-the-worlds-1st-dual-head-personal-uv-printer"",""rewards"":""https://www.kickstarter.com/projects/longer3d/longer-eprint-the-worlds-1st-dual-head-personal-uv-printer/rewards""}}"
2093512357,iGarden Swim Jet X Series: Bring the Water Park Home,Technology,Hardware,US,4243667.0,2093,2026-03-12,Portable | 2-in-1 | No Construction | Instant Cut-Off | 10h Max Runtime | 1000W Power Current | Various Pool Shapes | 6 Gears,"{""web"":{""project"":""https://www.kickstarter.com/projects/1312001986/igarden-x-series-worlds-1st-ai-powered-portable-swim-jet"",""rewards"":""https://www.kickstarter.com/projects/1312001986/igarden-x-series-worlds-1st-ai-powered-portable-swim-jet/rewards""}}"
370000575,Hestia: Turn Your Smartphone Into A Smart Telescope,Technology,Space Exploration,US,4129095.0,13983,2023-07-18,"Unlock the Universe with Hestia: capture the Sun, the awe of the upcoming 2024 solar eclipse, the Moon and beyond.","{""web"":{""project"":""https://www.kickstarter.com/projects/vaonis/hestia-turn-your-smartphone-into-a-smart-telescope"",""rewards"":""https://www.kickstarter.com/projects/vaonis/hestia-turn-your-smartphone-into-a-smart-telescope/rewards""}}"
1569193539,Circular Ring 2: World’s Most Advanced Health Tracking Ring,Technology,Gadgets,US,4078500.0,13695,2025-03-05,Heart Rhythm Tracking | AI Actionable Insights | 140+ Biometrics | 13+ Health Features | No Subscription | 7-Day Battery | Ultra-Light,"{""web"":{""project"":""https://www.kickstarter.com/projects/circular-ring/circular-ring-2-worlds-most-advanced-health-tracking-ring"",""rewards"":""https://www.kickstarter.com/projects/circular-ring/circular-ring-2-worlds-most-advanced-health-tracking-ring/rewards""}}"
1617789534,Titan 2 Elite: The 5G Keyboard Phone You’ve Been Waiting For,Technology,Hardware,HK,4078240.73168128,8836,2026-03-24,"4.03"" 120Hz AMOLED Screen | Real QWERTY Keyboard | 5G Unlocked | eSIM | Android 16 | Dual 50MP Cameras | NFC","{""web"":{""project"":""https://www.kickstarter.com/projects/jellyphone/titan-2-elite-the-5g-keyboard-phone-youve-been-waiting-for"",""rewards"":""https://www.kickstarter.com/projects/jellyphone/titan-2-elite-the-5g-keyboard-phone-youve-been-waiting-for/rewards""}}"
117424443,Pongbot Aura-The First Ultralight AI Coach Multi-Sport Robot,Technology,Robots,HK,4021029.88144917,4836,2026-05-19,"Tennis, Pickleball & Padel All-in-One | Pro-Level AI Coach | LLM Voice Control | Match Challenge | 10,000+ Drills | 7kg | 5H Runtime","{""web"":{""project"":""https://www.kickstarter.com/projects/pongbot/aura-the-worlds-first-ultra-light-ai-multi-sport-robot"",""rewards"":""https://www.kickstarter.com/projects/pongbot/aura-the-worlds-first-ultra-light-ai-multi-sport-robot/rewards""}}"
2144178057,"Rokid Glasses, World's Lightest Full-function AI&AR Glasses",Technology,Wearables,HK,4016280.71123094,5875,2025-08-26,Dual-eye Display｜12MP Camera｜89 Languages Live Translation | Hi-Fi Open-ear Audio | ChatGPT5 Empowered | 49g all-day wearing,"{""web"":{""project"":""https://www.kickstarter.com/projects/rokid/new-rokid-glassesworlds-lighest-full-function-ai-glasses"",""rewards"":""https://www.kickstarter.com/projects/rokid/new-rokid-glassesworlds-lighest-full-function-ai-glasses/rewards""}}"
710377326,Flux Keyboard - The Keyboard Reinvented,Technology,Hardware,AU,3596162.210704177,8171,2023-03-21,"A transparent keyboard with integrated display that adapts to any software, any language and any style.","{""web"":{""project"":""https://www.kickstarter.com/projects/fluxkeyboard/flux-keyboard-the-keyboard-reinvented"",""rewards"":""https://www.kickstarter.com/projects/fluxkeyboard/flux-keyboard-the-keyboard-reinvented/rewards""}}"
2074726104,eufy S1 Pro Floor Washing Robot Vacuum & All-in-One Station,Technology,Robots,US,3511133.0,3196,2024-03-28,"170 RPM Self-Cleaning Floor Washer | Groundbreaking Design | 68 Days of Self-Emptying | 750× More Precise Navigation | 8,000 Pa Suction","{""web"":{""project"":""https://www.kickstarter.com/projects/eufy-security/eufy-s1-pro-floor-washing-robot-vacuumandall-in-one-station"",""rewards"":""https://www.kickstarter.com/projects/eufy-security/eufy-s1-pro-floor-washing-robot-vacuumandall-in-one-station/rewards""}}"
691775145,ZX Spectrum Next Issue 3,Technology,Hardware,GB,3508222.8535354,7524,2025-07-19,"The Sinclair ZX Spectrum Next: the evolution of the Speccy computer, now expanded into the world of the Sinclair QL, C64 and... More!","{""web"":{""project"":""https://www.kickstarter.com/projects/spectrumnext/zx-spectrum-next-issue-3-0"",""rewards"":""https://www.kickstarter.com/projects/spectrumnext/zx-spectrum-next-issue-3-0/rewards""}}"
239794322,Carvera Air: A Smart and Versatile Desktop CNC,Technology,Fabrication Tools,US,3469320.0,2098,2024-04-09,Endless Materials | Quick Tool Changer | Auto Probing and Leveling | 4th Axis | Laser Engraving | All-in-one CAM Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/makera-inc/carvera-air"",""rewards"":""https://www.kickstarter.com/projects/makera-inc/carvera-air/rewards""}}"
367061971,ELEGOO OrangeStorm Giga: Gigantic Volume Fast FDM 3D Printer,Technology,3D Printing,US,3386996.0,2005,2023-11-04,"Free your mind, dare to think big | 800mm * 800mm * 1000mm Printing Size | Up to 300mm/s Printing Speed |Multi-color Duplicate Printing","{""web"":{""project"":""https://www.kickstarter.com/projects/elegooofficial/elegoo-orangestorm-giga-gigantic-volume-fast-fdm-3d-printer"",""rewards"":""https://www.kickstarter.com/projects/elegooofficial/elegoo-orangestorm-giga-gigantic-volume-fast-fdm-3d-printer/rewards""}}"
1541453079,"Kode Dot: The All-In-One Device for Makers, Hackers & Geeks",Design,Product Design,US,3360759.0,16171,2025-11-04,An open-source all-in-one device to build and create your ideas. ESP32-P4 | AMOLED Touchscreen | IR & NFC/RFID | GPIOs | App-Launcher,"{""web"":{""project"":""https://www.kickstarter.com/projects/kode/kode-dot-the-all-in-one-pocket-size-maker-device"",""rewards"":""https://www.kickstarter.com/projects/kode/kode-dot-the-all-in-one-pocket-size-maker-device/rewards""}}"
1992039377,Halliday: #1st Proactive AI Glasses with Invisible Display,Technology,Wearables,US,3305917.0,8023,2025-01-22,Lightweight(35g) | Proactive AI Agent | Discreet Display | All-Day Battery | AI Translation | Cheatsheet | Audio Memo | Ring Control,"{""web"":{""project"":""https://www.kickstarter.com/projects/halliday-ai-glasses/halliday-proactive-ai-glasses-with-invisible-display"",""rewards"":""https://www.kickstarter.com/projects/halliday-ai-glasses/halliday-proactive-ai-glasses-with-invisible-display/rewards""}}"
134218902,Night Storm X3: Native 4K Full-Color in Pitch-Black at 1500m,Technology,Gadgets,US,3248440.0,5879,2025-12-10,0.0001 Lux | True 4K | Full-Color | 1500m Range | Range Finder | Dual Sensors | AI Neural Processor | 950nm IR | 24h Battery | IP65,"{""web"":{""project"":""https://www.kickstarter.com/projects/night-vision/night-storm-x3-native-4k-full-color-in-pitch-black-at-1500m"",""rewards"":""https://www.kickstarter.com/projects/night-vision/night-storm-x3-native-4k-full-color-in-pitch-black-at-1500m/rewards""}}"
1146474,"YesWelder Firstess DP200: Superior Prowess, Simple Controls",Technology,Hardware,US,3200177.0,5727,2024-08-29,Superior MIG Welding | Multi-Process Welding | 3-Min Quick Start | 7-inch LCD Screen | Upgradeable Software | 120V/240V Dual Voltage,"{""web"":{""project"":""https://www.kickstarter.com/projects/yeswelder/yeswelder-firstess-dp200-superior-prowess-simple-controls"",""rewards"":""https://www.kickstarter.com/projects/yeswelder/yeswelder-firstess-dp200-superior-prowess-simple-controls/rewards""}}"
646523073,Shadowdark RPG: The Western Reaches Setting,Games,Tabletop Games,US,3148567.0,17339,2025-03-11,"Drive back the darkness in a perilous land of cursed forests, haunted deserts, and brooding jungles. Your legend awaits!","{""web"":{""project"":""https://www.kickstarter.com/projects/shadowdarkrpg/western-reaches"",""rewards"":""https://www.kickstarter.com/projects/shadowdarkrpg/western-reaches/rewards""}}"
1656253030,soundcore Sleep A30: The First Smart ANC Sleep Earbuds,Technology,Hardware,US,3087157.0,18682,2025-06-16,No noise to disturb sleep with Active Noise Cancellation and Snore Masking System. Sleep better with AI brainwave audio. Ultra comfort.,"{""web"":{""project"":""https://www.kickstarter.com/projects/soundcore/soundcore-sleep-a30-the-first-smart-anc-sleep-earbuds"",""rewards"":""https://www.kickstarter.com/projects/soundcore/soundcore-sleep-a30-the-first-smart-anc-sleep-earbuds/rewards""}}"
1514054506,Tiiny AI Pocket Lab: The First Pocket-Size AI Supercomputer,Technology,Hardware,US,3069202.0,2181,2026-03-11,Up to 120B LLM Locally | 1-Click Deployment | 0 Token Fees | Extensive Open-Source LMs & Agents | OpenAI API Compatible,"{""web"":{""project"":""https://www.kickstarter.com/projects/tiinyai/tiiny-ai-pocket-lab"",""rewards"":""https://www.kickstarter.com/projects/tiinyai/tiiny-ai-pocket-lab/rewards""}}"
1273525825,Revopoint MIRACO 3D Scanner-All in one Scanning,Technology,3D Printing,US,2986325.1,2923,2023-10-25,3D Scanning Redefined,"{""web"":{""project"":""https://www.kickstarter.com/projects/revopoint3d/revopoint-miraco-3d-scanner-all-in-one-scanning"",""rewards"":""https://www.kickstarter.com/projects/revopoint3d/revopoint-miraco-3d-scanner-all-in-one-scanning/rewards""}}"
1507236243,ELEGOO PHECDA Laser Engraver & Cutter,Technology,Fabrication Tools,US,2811381.84,5538,2023-04-08,"Quality Products for Less, Creating Savings for All｜1600 cm² Working Area｜Smoke Filtering｜Easy-to-use｜","{""web"":{""project"":""https://www.kickstarter.com/projects/elegooofficial/elegoo-phecda-laser-engraver-and-cutter"",""rewards"":""https://www.kickstarter.com/projects/elegooofficial/elegoo-phecda-laser-engraver-and-cutter/rewards""}}"
1399125552,ENVISION: Smart Binoculars for Stars and Outdoor Exploration,Technology,Space Exploration,US,2783021.0,3700,2024-06-25,Optics designed with Nikon and smart AR overlays guide and enhance your night sky and daylight vision. Unleash your inner trailblazer.,"{""web"":{""project"":""https://www.kickstarter.com/projects/unistellar/envision-smart-binoculars-for-stars-and-outdoor-exploration"",""rewards"":""https://www.kickstarter.com/projects/unistellar/envision-smart-binoculars-for-stars-and-outdoor-exploration/rewards""}}"
711443239,Misenware: Everything-Safe Food Containers,Design,Product Design,US,2749227.0,18939,2026-06-22,"Universally stackable stainless steel containers. Safe for microwave (!), grill, oven, freezer, dishwasher—and anywhere else food goes.","{""web"":{""project"":""https://www.kickstarter.com/projects/misenkitchen/misenware"",""rewards"":""https://www.kickstarter.com/projects/misenkitchen/misenware/rewards""}}"
1488572593,AOTOS Flux X26: A New Class of Electric Machine,Technology,Hardware,US,2741944.0,1248,2026-03-25,Not Built Like a eBike. Not Limited Like a Motorcycle. Workdays Efficient. Weekends Wild.,"{""web"":{""project"":""https://www.kickstarter.com/projects/aotos/aotos-flux-x26-a-new-class-of-electric-machine"",""rewards"":""https://www.kickstarter.com/projects/aotos/aotos-flux-x26-a-new-class-of-electric-machine/rewards""}}"
1814450200,NeoSander: Mini Electric Reciprocating Detail Sander,Technology,DIY Electronics,HK,2719487.7913735,14738,2026-01-20,"Designed for Real Detail Work｜13,000 SPM Linear Motion｜Tight, Controlled Precision｜Adjustable Stroke Length｜Sand & Saw in One｜Cordless","{""web"":{""project"":""https://www.kickstarter.com/projects/hozodesign/neosander-mini-electric-reciprocating-detail-sander"",""rewards"":""https://www.kickstarter.com/projects/hozodesign/neosander-mini-electric-reciprocating-detail-sander/rewards""}}"
287989584,Ascentiz: The World’s First Modular Exoskeleton,Technology,Wearables,HK,2652450.30757814,2301,2025-09-25,Assist Uphill 35%｜2 Modular Designs｜AI Adapts to Motion｜Belt Attachment System｜Patterns for Any Mood｜A4-Sized for Any Mission,"{""web"":{""project"":""https://www.kickstarter.com/projects/ascentiz-bodyos/ascentiz-the-worlds-first-modular-exoskeleton"",""rewards"":""https://www.kickstarter.com/projects/ascentiz-bodyos/ascentiz-the-worlds-first-modular-exoskeleton/rewards""}}"
282979806,"Dnsys Z1 Knee Exoskeleton: Defy Gravity, Go Beyond",Technology,Robots,HK,2642862.11085691,2214,2025-07-22,50% Thigh & Calf Boost | for Outdoor Adventure | Up to 330 lbs Offloaded Knee Pressure | Smarter & Lighter,"{""web"":{""project"":""https://www.kickstarter.com/projects/dnsys/dnsys-z1-knee-exoskeleton-defy-gravity-go-beyond"",""rewards"":""https://www.kickstarter.com/projects/dnsys/dnsys-z1-knee-exoskeleton-defy-gravity-go-beyond/rewards""}}"
1046256818,Revopoint POP 4 3D Scanner,Technology,3D Printing,US,2642760.0,3373,2026-05-07,Blue Laser | Full-field & VCSEL NIR | AI-powered | 3DGS | Outdoor Scanning | Wireless Scanning | macOS/Windows/Android/iOS,"{""web"":{""project"":""https://www.kickstarter.com/projects/revopoint3d/revopoint-pop-4-3d-scanner"",""rewards"":""https://www.kickstarter.com/projects/revopoint3d/revopoint-pop-4-3d-scanner/rewards""}}"
2063996248,PongBot Pace S Series - The Smartest AI-Powered Tennis Robot,Design,Product Design,HK,2625076.92257496,2525,2024-10-29,Position-Aware Sensor | AI Match Training | Custom Drills | App&Remote Control | Full-Court Coverage | 300+Drills | 150 Balls Capacity,"{""web"":{""project"":""https://www.kickstarter.com/projects/pongbot/pongbot-pace-series-the-smartest-ai-powered-tennis-robot"",""rewards"":""https://www.kickstarter.com/projects/pongbot/pongbot-pace-series-the-smartest-ai-powered-tennis-robot/rewards""}}"
1313687093,XbotGo Falcon: First True 4K AI Camera for Team Sports,Technology,Camera Equipment,US,2548287.0,5099,2025-09-02,20+ Team Sports Tracking | AI Game Analysis | One-Tap Highlights | 4K Pro Video | Powered by 6 TOPS AI,"{""web"":{""project"":""https://www.kickstarter.com/projects/xbotgo/xbotgo-falcon-the-first-team-sports-camera"",""rewards"":""https://www.kickstarter.com/projects/xbotgo/xbotgo-falcon-the-first-team-sports-camera/rewards""}}"
614677241,CardMill™ - A TCG scanner and sorter for players/collectors,Technology,Gadgets,US,2531060.0,4798,2025-07-22,Organize your TCGs effortlessly with CardMill™. An intelligent automated scanner and sorter for everyday collectors and players.,"{""web"":{""project"":""https://www.kickstarter.com/projects/cardmill/cardmill-scan-sort-done"",""rewards"":""https://www.kickstarter.com/projects/cardmill/cardmill-scan-sort-done/rewards""}}"
1584468292,Anker EverFrost Powered Cooler—Everlasting Coolness Anywhere,Technology,Hardware,US,2502718.0,3464,2023-03-23,299Wh Battery-Powered Cooler | 100W Solar Input | Ice-Free | -4℉ - 68℉ (-20 - 20°C) Cooling Range｜EasyTow™ Design | App Control,"{""web"":{""project"":""https://www.kickstarter.com/projects/anker/anker-everfrost-powered-coolereverlasting-coolness-anywhere"",""rewards"":""https://www.kickstarter.com/projects/anker/anker-everfrost-powered-coolereverlasting-coolness-anywhere/rewards""}}"
667005351,Petal & Wonder Blocks: Your Smart Nature Observatory,Design,Product Design,US,2489074.0,8293,2025-04-29,Petal is a tiny but powerful Smart Nature Camera that helps you rediscover the Nature in your yard. Wonder Blocks help you nurture it.,"{""web"":{""project"":""https://www.kickstarter.com/projects/mybirdbuddy/experience-wonder"",""rewards"":""https://www.kickstarter.com/projects/mybirdbuddy/experience-wonder/rewards""}}"
397390509,Benro Theta: the Intelligent Modular Travel Tripod,Technology,Camera Equipment,US,2452958.0,4494,2023-03-07,"A smart, modular travel tripod with auto-leveling, an auto-lock QR ring, and more","{""web"":{""project"":""https://www.kickstarter.com/projects/benropolaris/benro-theta"",""rewards"":""https://www.kickstarter.com/projects/benropolaris/benro-theta/rewards""}}"
2089076238,Acemate - World's First Tennis Robot for Real Rally Play,Design,Product Design,US,2400693.0,1551,2025-05-07,4K Vision with Bi-Cameras | Human-like Groundstrokes | Serve & Rally Modes | For Beginners & Pros | App Control | AI Coaching,"{""web"":{""project"":""https://www.kickstarter.com/projects/acemate-tennis-robot/acemate-worlds-first-tennis-robot-for-real-rally-play"",""rewards"":""https://www.kickstarter.com/projects/acemate-tennis-robot/acemate-worlds-first-tennis-robot-for-real-rally-play/rewards""}}"
