platform,project_id,title,creator,country,year,category,parent_category,raised_usd,backers,currency,state,compliance_flags,url,source_archive,amount_basis,backers_basis
Kickstarter,431199298,UGREEN AI NAS: Your Private Cloud Powered by Secure Local AI,UGREEN,US,2026,Hardware,Technology,8844449,3872,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/ugreen/ugreen-ai-nas-your-private-cloud-powered-by-secure-local-ai,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,27228399,Nebula X1 Pro: Mobile Theater with 4K Projector& 7.1.4 Sound,soundcore Nebula,US,2025,Hardware,Technology,8243808,2322,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/nbl/nebula-x1-pro-mobile-theater-with-4k-projectorand-714-sound,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1288458889,Lymow One｜Boundary-Free Robot Mower for Any Terrain and Size,Lymow,US,2024,Robots,Technology,7488321,3415,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/lymowone/lymow-one-boundary-free-robot-mower-for-any-terrain-and-size,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1461739904,"BB-777: The Iconic Boombox, Perfectly Recreated",Bumpboxx,US,2026,Gadgets,Technology,7131764,9334,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/bumpboxx/bb-777-the-iconic-boombox-perfectly-recreated,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,623896539,Game Changer: Home Edition,Dropout,US,2026,Tabletop Games,Games,7018438,48989,USD,successful,possible toy,https://www.kickstarter.com/projects/dropout/game-changer-home-edition,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1859235807,UGREEN NASync Series: Your Private Cloud Storage Solution.,UGREEN,US,2024,Hardware,Technology,6678664,13285,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/ugreen/ugreen-nasync-next-level-storage-limitless-possibilities,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1635542190,JetKVM - Control any computer remotely,JetKVM,US,2024,Hardware,Technology,5927862,45880,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/jetkvm/jetkvm,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1842105990,AEKE S1 Pro FULL-BODY AI HOME GYM,AEKE,US,2026,Product Design,Design,5866348,1885,USD,successful,connected/CRA-triage,https://www.kickstarter.com/projects/aeke/aeke-s1-pro-full-body-ai-home-gym,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,314469407,"Anker SOLIX F3800: Minimum Effort, Maximum Power",Anker,US,2023,Hardware,Technology,5813434,1570,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/anker/anker-solix-f3800-minimum-effort-maximum-power,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1619128186,XLASERLAB X1/X1Pro: The Most Versatile Laser Welding Machine,XLaserlab,HK,2025,Fabrication Tools,Technology,5233622,1706,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/xlaserlab/xlaser-the-ultimate-4-in-1-laser-welding-revolution,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1123655698,xTool WonderPress: The Most Creative 3D Auto Heat Press Ever,xTool,US,2026,DIY Electronics,Technology,5191321,9251,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/makeblock/xtool-wonderpress-the-most-creative-3d-auto-heat-press-ever,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,878234570,TIMEMORE Electric Coffee Grinder,TIMEMORE,SG,2023,Hardware,Technology,5005317,10836,SGD,successful,electrical/electronic,https://www.kickstarter.com/projects/timemore/timemore-electric-coffee-grinder,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,885506341,Meticulous Espresso.,Meticulous.,US,2023,Product Design,Design,4960578,3774,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/meticulous/meticulous-espresso?ref=discovery_category_newest,Kickstarter_2023-12-14.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1725613521,FibreSeeker 3-the First Consumer Continuous Fibre 3D Printer,FibreSeek,US,2025,3D Printing,Technology,4698825,1539,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/1763117873/fibreseeker-3-the-first-personal-continuous-fibre-3d-printer,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1788825446,"RingConn Gen 2: Ultimate Lightness, 12 Days Battery",RingConn,US,2024,Wearables,Technology,4415966,18428,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/2059923007/ringconn-gen-2-ultimate-lightness-12-days-battery,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1649969407,Longer ePrint: the World's 1st Dual-head Personal UV Printer,Longer,US,2025,DIY Electronics,Technology,4294357,1621,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/longer3d/longer-eprint-the-worlds-1st-dual-head-personal-uv-printer,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,2093512357,iGarden Swim Jet X Series: Bring the Water Park Home,iGarden,US,2026,Hardware,Technology,4243667,2093,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/1312001986/igarden-x-series-worlds-1st-ai-powered-portable-swim-jet,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,370000575,Hestia: Turn Your Smartphone Into A Smart Telescope,Vaonis,US,2023,Space Exploration,Technology,4129095,13983,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/vaonis/hestia-turn-your-smartphone-into-a-smart-telescope,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1617789534,Titan 2 Elite: The 5G Keyboard Phone You’ve Been Waiting For,Unihertz,HK,2026,Hardware,Technology,4079856,8836,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/jellyphone/titan-2-elite-the-5g-keyboard-phone-youve-been-waiting-for,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1569193539,Circular Ring 2: World’s Most Advanced Health Tracking Ring,Circular,US,2025,Gadgets,Technology,4078500,13695,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/circular-ring/circular-ring-2-worlds-most-advanced-health-tracking-ring,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,2144178057,"Rokid Glasses, World's Lightest Full-function AI&AR Glasses",Rokid Team,HK,2025,Wearables,Technology,4029730,5875,HKD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/rokid/new-rokid-glassesworlds-lighest-full-function-ai-glasses,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,117424443,Pongbot Aura-The First Ultralight AI Coach Multi-Sport Robot,PongBot,HK,2026,Robots,Technology,4014157,4836,HKD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/pongbot/aura-the-worlds-first-ultra-light-ai-multi-sport-robot,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,710377326,Flux Keyboard - The Keyboard Reinvented,Flux Group Pty. Ltd.,AU,2023,Hardware,Technology,3602284,8171,AUD,successful,electrical/electronic,https://www.kickstarter.com/projects/fluxkeyboard/flux-keyboard-the-keyboard-reinvented,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,691775145,ZX Spectrum Next Issue 3,Henrique Olifiers,GB,2025,Hardware,Technology,3541371,7524,GBP,successful,electrical/electronic,https://www.kickstarter.com/projects/spectrumnext/zx-spectrum-next-issue-3-0,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,2074726104,eufy S1 Pro Floor Washing Robot Vacuum & All-in-One Station,Eufy Security,US,2024,Robots,Technology,3511133,3196,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/eufy-security/eufy-s1-pro-floor-washing-robot-vacuumandall-in-one-station,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,239794322,Carvera Air: A Smart and Versatile Desktop CNC,Makera,US,2024,Fabrication Tools,Technology,3469320,2098,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/makera-inc/carvera-air,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,367061971,ELEGOO OrangeStorm Giga: Gigantic Volume Fast FDM 3D Printer,elegoo official,US,2023,3D Printing,Technology,3386996,2005,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/elegooofficial/elegoo-orangestorm-giga-gigantic-volume-fast-fdm-3d-printer,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1541453079,"Kode Dot: The All-In-One Device for Makers, Hackers & Geeks",Kode.,US,2025,Product Design,Design,3360759,16171,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/kode/kode-dot-the-all-in-one-pocket-size-maker-device,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1992039377,Halliday: #1st Proactive AI Glasses with Invisible Display,Halliday,US,2025,Wearables,Technology,3305917,8023,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/halliday-ai-glasses/halliday-proactive-ai-glasses-with-invisible-display,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,134218902,Night Storm X3: Native 4K Full-Color in Pitch-Black at 1500m,DVX Night Vision,US,2025,Gadgets,Technology,3248440,5879,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/night-vision/night-storm-x3-native-4k-full-color-in-pitch-black-at-1500m,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1146474,"YesWelder Firstess DP200: Superior Prowess, Simple Controls",YesWelder,US,2024,Hardware,Technology,3200177,5727,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/yeswelder/yeswelder-firstess-dp200-superior-prowess-simple-controls,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,646523073,Shadowdark RPG: The Western Reaches Setting,The Arcane Library,US,2025,Tabletop Games,Games,3148567,17339,USD,successful,possible toy,https://www.kickstarter.com/projects/shadowdarkrpg/western-reaches,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1656253030,soundcore Sleep A30: The First Smart ANC Sleep Earbuds,soundcore,US,2025,Hardware,Technology,3087157,18682,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/soundcore/soundcore-sleep-a30-the-first-smart-anc-sleep-earbuds,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1514054506,Tiiny AI Pocket Lab: The First Pocket-Size AI Supercomputer,Tiiny AI,US,2026,Hardware,Technology,3069202,2181,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/tiinyai/tiiny-ai-pocket-lab,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1273525825,Revopoint MIRACO 3D Scanner-All in one Scanning,Revopoint 3D,US,2023,3D Printing,Technology,2986325,2923,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/revopoint3d/revopoint-miraco-3d-scanner-all-in-one-scanning,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1507236243,ELEGOO PHECDA Laser Engraver & Cutter,elegoo official,US,2023,Fabrication Tools,Technology,2811381,5538,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/elegooofficial/elegoo-phecda-laser-engraver-and-cutter,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1399125552,ENVISION: Smart Binoculars for Stars and Outdoor Exploration,UNISTELLAR,US,2024,Space Exploration,Technology,2783021,3700,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/unistellar/envision-smart-binoculars-for-stars-and-outdoor-exploration,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,711443239,Misenware: Everything-Safe Food Containers,Misen,US,2026,Product Design,Design,2749227,18939,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/misenkitchen/misenware,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1488572593,AOTOS Flux X26: A New Class of Electric Machine,AOTOS,US,2026,Hardware,Technology,2741944,1248,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/aotos/aotos-flux-x26-a-new-class-of-electric-machine,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1814450200,NeoSander: Mini Electric Reciprocating Detail Sander,HOZO Design. Co.,HK,2026,DIY Electronics,Technology,2708754,14738,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/hozodesign/neosander-mini-electric-reciprocating-detail-sander,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,282979806,"Dnsys Z1 Knee Exoskeleton: Defy Gravity, Go Beyond",Dnsys,HK,2025,Robots,Technology,2659804,2214,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/dnsys/dnsys-z1-knee-exoskeleton-defy-gravity-go-beyond,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,287989584,Ascentiz: The World’s First Modular Exoskeleton,Ascentiz,HK,2025,Wearables,Technology,2651778,2301,HKD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/ascentiz-bodyos/ascentiz-the-worlds-first-modular-exoskeleton,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1046256818,Revopoint POP 4 3D Scanner,Revopoint 3D,US,2026,3D Printing,Technology,2642760,3373,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/revopoint3d/revopoint-pop-4-3d-scanner,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,2063996248,PongBot Pace S Series - The Smartest AI-Powered Tennis Robot,PongBot,HK,2024,Product Design,Design,2621476,2525,HKD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/pongbot/pongbot-pace-series-the-smartest-ai-powered-tennis-robot,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1313687093,XbotGo Falcon: First True 4K AI Camera for Team Sports,XbotGo,US,2025,Camera Equipment,Technology,2548287,5099,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/xbotgo/xbotgo-falcon-the-first-team-sports-camera,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,614677241,CardMill™ - A TCG scanner and sorter for players/collectors,CardMill,US,2025,Gadgets,Technology,2531060,4798,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/cardmill/cardmill-scan-sort-done,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1584468292,Anker EverFrost Powered Cooler—Everlasting Coolness Anywhere,Anker,US,2023,Hardware,Technology,2502718,3464,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/anker/anker-everfrost-powered-coolereverlasting-coolness-anywhere,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,667005351,Petal & Wonder Blocks: Your Smart Nature Observatory,Bird Buddy,US,2025,Product Design,Design,2489074,8293,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/mybirdbuddy/experience-wonder,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,397390509,Benro Theta: the Intelligent Modular Travel Tripod,BenroPolaris,US,2023,Camera Equipment,Technology,2452958,4494,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/benropolaris/benro-theta,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,2089076238,Acemate - World's First Tennis Robot for Real Rally Play,Acemate,US,2025,Product Design,Design,2400693,1551,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/acemate-tennis-robot/acemate-worlds-first-tennis-robot-for-real-rally-play,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1601429573,MIGO Ascender - The Stair-Climbing Robot Vacuum,MIGO Robotics,US,2024,Robots,Technology,2396869,2765,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/migoascender/migo-ascender-the-stair-climbing-robot-vacuum,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,169960122,Oasis Kinetic Sand Tables - Relaxing Art in Motion,Oasis Design,US,2024,Product Design,Design,2343752,6649,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/oasisdesign/oasis-kinetic-sand-tables-relaxing-art-in-motion,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1963014209,Oasa R1 - The Premier Robotic Reel Mower with Auto-Mapping,Oasa,US,2024,Robots,Technology,2329458,1790,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/1428942922/oasa-r1-the-premier-robotic-reel-mower-with-auto-mapping,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,699131419,Neomow X: The Ultimate LiDAR SLAM Robot Lawn Mower,HOOKII,HK,2023,Robots,Technology,2311072,1570,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/hookii/neomow-x-the-ultimate-lidar-slam-robot-lawn-mower,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,473345107,Heisenberg H1 Pro All-in-One Robot Mower with Vision AI,Heisenberg Robotics,US,2023,Robots,Technology,2308153,1741,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/1688635537/heisenberg-lawnmeister-all-in-one-robot-mower-with-vision-ai,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,816676134,Revopoint MetroX 3D Laser Scanner,Revopoint 3D,US,2024,3D Printing,Technology,2304941,2798,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/revopoint3d/revopoint-metrox-3d-scanner,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1403816314,Olight Ostation 2: Next Gen of Personal Smart Battery Hub,Olight World,US,2025,Gadgets,Technology,2300699,12605,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/olight/olight-ostation-2-next-gen-of-personal-smart-battery-hub,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1041730111,LAVA STUDIO: The World's Most Advanced Amp.,LAVA MUSIC,HK,2025,Gadgets,Technology,2270199,2981,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/lavamusic/lava-studio-the-worlds-most-advanced-amp,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,25267903,BLUETTI FridgePower: Power Out. Fridge On.,BLUETTI,US,2026,Hardware,Technology,2260034,1873,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/bluetti/fridgepower,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1873694145,Tron 360° AI Vision Robotic Mower with Auto-Mulching,Airseekers,HK,2024,Hardware,Technology,2250050,1389,HKD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/airseekerstron/tron-360-ai-vision-robot-mower-smooth-lawns-and-fertilizing,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1815923920,Ultimea Skywave X100 Dual: 9.2.6 Wireless Surround System,ULTIMEA,US,2026,Sound,Technology,2237167,2152,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/ultimea/ultimea-skywave-x100-dual-926-wireless-surround-system,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1393663652,YUKA 3D Vision Robot Lawn Sweeping Mower,Mammotion,HK,2024,Robots,Technology,2198743,1355,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/spinos1pro/yuka-3d-vision-robot-lawn-sweeping-mower,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1517151318,Tembo: A New Musical Instrument for Playful Music Making,Musical Beings,US,2026,Gadgets,Technology,2165315,5347,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/musicalbeings/tembo-a-new-musical-instrument-for-playful-music-making,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,269733802,xLean TR1: The World's First Dual-Form Floor Washing Robot,xLean Robotics,US,2026,Robots,Technology,2095756,2001,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/xlean/xlean-tr1-dual-form-transformable-floor-washing-robot,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,693681422,Titan 2 - The Latest 5G QWERTY Physical Keyboard Smartphone,Unihertz,HK,2025,Gadgets,Technology,2084072,7019,HKD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/jellyphone/titan-2-the-latest-5g-qwerty-physical-keyboard-smartphone,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,318066664,GoChess: The Most Powerful Chess Board Ever Invented,GoCube,US,2023,Product Design,Design,2083603,5492,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/1928372437/gochess-ai-robotic-smart-chess-board-with-coaching-lights?ref=discovery_category_newest,Kickstarter_2023-12-14.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1861356748,GORDIX: The First 3-in-1 Portable CNC That Fits Your Space,Muherz,US,2026,Fabrication Tools,Technology,2067983,1073,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/cubiio/gordix-large-format-desktop-cnc-without-rails,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1471589715,loomos AI Glasses: All-day 16MP Capture & Memory with GPT-4o,loomos,US,2025,Wearables,Technology,2064433,8516,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/loomos/loomos-ai-glasses,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,2071627584,Cataclysm Arcade TCG,Mothership Games,US,2026,Tabletop Games,Games,2047778,8867,USD,successful,possible toy,https://www.kickstarter.com/projects/cataclysmarcade/cataclysm-arcade-tcg,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
