id	claim	source_url	source_locator	status
02-verifier-capacity	In July 2026 the NEa said no accredited CBAM verifiers were yet available, nine firms had applied to RvA and about thirty more had expressed interest.	https://nederlandseemis.m6.mailplus.nl/archief/mailing-674382.html	excerpts/02-verifier-capacity.txt — “Huidige stand van zaken”	checked-by:codex:2026-09-05
02-default-route	NEa says default values require no verified installation report, usually produce higher CBAM costs than actual data, and carry uplifts of 10% in 2026, 20% in 2027 and 30% from 2028; it also says the values enter the CBAM registry and provides a cost calculator.	https://www.emissieautoriteit.nl/regelgeving/cbam/cbam-aangifte/cbam-aangifte-met-standaardwaarden	excerpts/02-default-route.txt — opening; “Ingebedde emissies”; calculator	checked-by:codex:2026-09-05
02-application-count	A March 2026 NEa newsletter reported almost 1,100 applications, 870 approvals and about 250 new applications after 1 January, while noting increasing applications from importers below 50 tonnes.	https://nederlandseemis.m6.mailplus.nl/archief/mailing-652129.html	excerpts/02-application-count.txt — “Terugblik aanvragen toelating”	checked-by:codex:2026-09-05
02-population-estimate	NEa's 2025 implementation assessment estimated that the 50-tonne threshold would limit the Dutch population to at most 1,500 CBAM declarants, based on 2023–2025 import statistics.	https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/rapporten/2025/09/16/uitvoeringstoets-nederlandse-emissieautoriteit-wetsvoorstel-operationalisering-cbam/Uitvoeringstoets-NEa-wetsvoorstel-operationalisering-CBAM.pdf	excerpts/02-population-estimate.txt — pp. 4–5	checked-by:codex:2026-09-05
02-count-boundary	The published counts do not disclose how many applicants were above 50 tonnes, how many applied by 31 March 2026, or how many eligible importers did not apply.	https://nederlandseemis.m6.mailplus.nl/archief/mailing-652129.html	research inference from published categories and omissions; no excerpt	inference
02-eudr-revision	Regulation (EU) 2025/2650 moved general EUDR application to 30 December 2026 and application for most qualifying micro or small operators to 30 June 2027; its replacement Article 5 gives downstream operators and traders information-collection and retention duties rather than repeated due-diligence-statement submissions.	https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX%3A32025R2650	excerpts/02-eudr-revision.txt — recital 5; Article 1(6) and 1(25)	checked-by:codex:2026-09-05
02-eudr-representative	Under the consolidated EUDR an operator may mandate an authorised representative to submit the due-diligence statement, while the operator retains responsibility for compliance.	https://eur-lex.europa.eu/eli/reg/2023/1115	excerpts/02-eudr-representative.txt — Article 6(1)	checked-by:codex:2026-09-05
02-ukraine-risk	The European Commission's current EUDR country classification lists Ukraine as low risk.	https://green-forum.ec.europa.eu/countries-and-partnerships/country-classification-list_en	excerpts/02-ukraine-risk.txt — “U” country list	checked-by:codex:2026-09-05
02-low-risk-effect	The Commission says qualifying low-risk sourcing allows simplified due diligence: compliance information remains required, but full risk assessment and mitigation are not.	https://green-forum.ec.europa.eu/countries-and-partnerships_en	excerpts/02-low-risk-effect.txt — “What do the different risk classifications mean”	checked-by:codex:2026-09-05
02-ukraine-system	On a page posted 15 April 2026, Ukraine's State Forest Agency presents its batch-tracking and legality services in response to questions about proving harvest-site geolocation.	https://forest.gov.ua/en/news/eu-regulation-eudr-how-ukraine-is-preparing-for-new-export-conditions	excerpts/02-ukraine-system.txt — publication line and paragraphs on geolocation, tracking and digital services	checked-by:codex:2026-09-05
02-credential-boundary	The reviewed official CBAM role descriptions establish importer/declarant, indirect representative, service-provider and accredited-verifier roles but no licensed CBAM-consultant credential.	https://www.douane.nl/onderwerpen/vgem/milieu/cbam/	research inference across official role descriptions; no excerpt	inference
02-english-report	Commission Implementing Regulation (EU) 2025/2547 requires the operator's emissions report to be submitted in English.	https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R2547	excerpts/02-english-report.txt — Article 4(4)	checked-by:codex:2026-09-05
02-service-provider-role	Dutch Customs says a service party filing on behalf of an importer is only providing a service, the importer remains liable, and the registry supports chain authorisation through eHerkenning.	https://www.douane.nl/onderwerpen/vgem/milieu/cbam/	excerpts/02-service-provider-role.txt — FAQ on service parties and chain authorisation	checked-by:codex:2026-09-05
02-precedent-offer	Ingdilligenz markets CBAM import-data analysis, supplier communication, emissions support, XML preparation and complete report submission as a CBAM representative.	https://ingdilligenz.de/cbam-beratung/	excerpts/02-precedent-offer.txt — service process	checked-by:codex:2026-09-05
02-precedent-trace	An independent registry-data service records Ingdilligenz GmbH under Würzburg HRB 15952, with articles dated 17 November 2021, a notice published 20 November 2021 and €25,000 share capital.	https://www.unternehmen24.info/Handelsregister/Deutschland/Handelsregisterauszug/Firma/4959350	excerpts/02-precedent-trace.txt — latest register publication	checked-by:codex:2026-09-05
02-customs-support	Customs Support Group markets customs clearance alongside CBAM and EUDR reporting and says it has more than 1,700 customs experts and 60,000 clients.	https://www.customssupport.com/solutions/compliance-reporting/	excerpts/02-customs-support.txt — service overview and company figures	checked-by:codex:2026-09-05
02-deloitte-incumbent	Deloitte Netherlands markets integrated CBAM services covering supplier data, authorised declaration, certificate work and customs brokerage.	https://www.deloitte.com/nl/en/services/tax/services/eu-carbon-border-adjustment-mechanism-cbam.html	excerpts/02-deloitte-incumbent.txt — “CBAM reporting”; managed-service FAQ	checked-by:codex:2026-09-05
02-price-boundary	The reviewed Customs Support, Deloitte and Ingdilligenz pages publish scope but no comparable small-importer price and do not say supplier-data work is free.	https://www.customssupport.com/solutions/compliance-reporting/	research inference across three vendor pages; no excerpt	inference
02-payment-boundary	No reviewed public source establishes that a Dutch SME importer will pay this entrant's proposed fee or preserve its reusable supplier-data rights.	https://www.emissieautoriteit.nl/regelgeving/cbam/hulpmiddelen/cbam-nieuwsbrief	research inference; no excerpt	inference
